PLOTID,country,m,r
a28-37658294067549_40-00419242763185,TUR,nature loss,cropland loss
a28-94740857434247_39-57295054272491,TUR,cropland loss,crop/built stable
a26-96685462777375_40-21431054703275,TUR,nature stable,nature stable
a43-29768464914874_37-54360550812798,TUR,nature stable,nature stable
a27-70759583337424_38-31668570717507,TUR,nature stable,nature stable
a33-16596899777031_41-75103424042781,TUR,nature stable,nature stable
a38-18581278719261_38-37298078309747,TUR,crop/built stable,crop/built stable
a38-28377261841792_40-68194930988875,TUR,nature stable,nature stable
a37-38719906905809_40-01686726296719,TUR,nature stable,nature stable
a35-16649346827636_38-74813032302991,TUR,nature stable,nature stable
a34-89101834480933_39-30573509192782,TUR,crop/built stable,crop/built stable
a36-15348703487679_41-10637795755899,TUR,nature stable,nature stable
a39-61557715155491_40-53548344591234,TUR,nature stable,nature stable
a42-46430115326187_40-57906897418692,TUR,nature stable,nature stable
a39-75801577146742_37-24562605918242,TUR,crop/built stable,crop/built stable
a34-01190454434441_38-93834052908744,TUR,crop/built stable,crop/built stable
a40-02733343216977_39-93452358395655,TUR,nature stable,nature stable
a30-77083848915476_39-05712520696362,TUR,nature stable,nature stable
a31-39404482898919_38-80871128806011,TUR,nature stable,nature stable
a38-67643832428237_40-40898400994471,TUR,nature stable,nature stable
a30-68336287547325_40-14655486760499,TUR,nature stable,nature stable
a30-63596445589665_38-94987859728752,TUR,crop/built stable,crop/built stable
a32-47619536376731_38-21508988591504,TUR,crop/built stable,nature stable
a32-81027749941557_38-25136098543534,TUR,crop/built stable,crop/built stable
a27-1351988368574_38-31935225939702,TUR,crop/built stable,crop/built stable
a39-19018198759673_38-65139270261763,TUR,crop/built stable,crop/built stable
a30-32856002631226_37-75023575015899,TUR,crop/built stable,crop/built stable
a35-98473989493061_41-1954216596499,TUR,crop/built stable,nature stable
a30-03456477285895_40-74371405875426,TUR,crop/built stable,crop/built stable
a29-97642409756881_38-16280714217772,TUR,crop/built stable,crop/built stable
a33-17509417623075_37-28025272662952,TUR,crop/built stable,crop/built stable
a29-80290193993891_36-66504716535809,TUR,crop/built stable,nature stable
a27-60654242512722_38-45640285793849,TUR,nature stable,crop/built stable
a31-22241667812084_37-52117010334404,TUR,buffer nature stable,nature loss
a31-84494743696169_38-74365489185315,TUR,buffer nature stable,buffer crop/built stable
a36-15048222711271_41-12108863762053,TUR,buffer nature stable,buffer crop/built stable
a34-37245078102177_38-71662454633491,TUR,buffer nature stable,buffer nature stable
a33-93491287320061_36-39138062924594,TUR,buffer nature stable,buffer nature stable
a30-40232650607832_39-78354795392336,TUR,buffer crop/built stable,nature loss
a37-28156761171028_38-72040006429281,TUR,nature loss,nature stable
a33-33437500315549_41-65609972697708,TUR,cropland loss,crop/built stable
a43-71582978776309_40-04680020390727,TUR,nature loss,nature stable
a28-20767849788585_37-26485830696678,TUR,nature loss,crop/built stable
a40-4825745191089_37-09442508200341,TUR,cropland loss,cropland loss
a30-46086668501484_36-31582264179029,TUR,nature loss,nature stable
a34-41584024264206_37-80212142309206,TUR,nature stable,nature stable
a37-87432824962205_37-21042999447406,TUR,nature stable,nature stable
a26-530007905772_40-6064694548213,TUR,buffer nature stable,buffer nature stable
a28-61149372566692_41-01848248007863,TUR,buffer nature stable,buffer nature stable
a30-92999107589045_37-60724285059717,TUR,buffer nature stable,buffer nature stable
a27-44663918794299_38-663940561444,TUR,buffer nature stable,buffer nature stable
a34-83019569656406_38-55344440160595,TUR,nature stable,crop/built stable
a40-78046572869527_37-3608066341956,TUR,buffer nature stable,buffer nature stable
a39-33649207431525_41-06007292636042,TUR,buffer nature stable,buffer nature stable
a39-35727963773949_41-07403048565727,TUR,buffer nature stable,buffer nature stable
a29-06893245450134_40-31725018802941,TUR,buffer nature stable,buffer nature stable
a37-4972303557796_40-97093518886963,TUR,buffer nature stable,buffer nature stable
a42-06550874050466_41-11396169718264,TUR,buffer nature stable,buffer nature stable
a28-68193375121638_37-34447630229928,TUR,buffer nature stable,buffer nature stable
a33-61344350773528_39-85982080581326,TUR,buffer nature stable,buffer crop/built stable
a33-86684291373876_36-60526021119288,TUR,buffer nature stable,buffer nature stable
a31-66334233052162_36-79401304886604,TUR,nature loss,crop/built stable
a26-31583217967716_38-2590135981992,TUR,nature loss,crop/built stable
a27-28691486533327_38-53690477178241,TUR,nature loss,nature loss
a26-986577098945_38-19245312129713,TUR,nature loss,nature stable
a35-34498700269001_38-74242187579746,TUR,nature loss,nature loss
a32-05202947944754_36-77750497659766,TUR,nature loss,nature stable
a40-13611607393568_38-1876368024826,TUR,nature loss,crop/built stable
a39-30447037474182_41-01792576096779,TUR,nature loss,nature stable
a28-91622976440672_40-29803810092786,TUR,nature loss,nature loss
a37-86807898784212_40-86324304848674,TUR,nature loss,nature stable
a28-50710175958403_37-39480619716324,TUR,nature loss,nature loss
a28-28342478115861_37-14512523371458,TUR,nature loss,nature stable
a28-43921309376829_37-02610449942636,TUR,nature loss,nature stable
a34-05778120463562_36-58099723700085,TUR,nature loss,nature loss
a35-19838627760192_41-77522313998559,TUR,nature loss,nature stable
a28-30371338671436_40-00050570916512,TUR,nature loss,nature loss
a41-33809005937361_37-76499173674587,TUR,nature stable,nature stable
a28-23486184852356_38-67106014444583,TUR,nature stable,nature stable
a33-12866495676113_41-42150970724412,TUR,nature stable,nature stable
a31-34326902253843_37-45042889246776,TUR,nature stable,nature stable
a38-32258611809182_40-82020230927516,TUR,nature stable,nature stable
a41-51757490831978_40-89884994371952,TUR,nature stable,nature stable
a40-51232116482514_38-46803017225225,TUR,nature stable,nature stable
a32-96384397538108_36-5397517713954,TUR,nature stable,nature stable
a36-48243957419365_36-81319262363494,TUR,nature stable,nature stable
a29-26368009553854_39-31749282641991,TUR,nature stable,nature stable
a27-65887036368845_36-73667901619126,TUR,buffer nature stable,buffer crop/built stable
a32-15780563660638_36-57012061728637,TUR,buffer nature stable,buffer nature stable
a31-44640102668292_36-80042454427024,TUR,buffer nature stable,buffer nature stable
a32-44017721016952_37-80842712571684,TUR,buffer nature stable,buffer crop/built stable
a33-49470857276908_40-73463270475843,TUR,buffer nature stable,buffer nature stable
a33-39729735407664_40-13126423808184,TUR,buffer nature stable,buffer crop/built stable
a26-39648628030534_40-2868267376951,TUR,buffer nature stable,buffer nature stable
a29-60875224649408_37-8197186243614,TUR,buffer nature stable,buffer nature stable
a34-9307884573532_37-07162031797285,TUR,buffer nature stable,nature loss
a35-10457890001047_37-19590188396025,TUR,buffer nature stable,buffer crop/built stable
a28-89981724381873_38-05236591963883,TUR,buffer nature stable,buffer nature stable
a33-04717954796658_38-96637513217342,TUR,buffer nature stable,cropland loss
a39-36682082612735_37-58368836913092,TUR,buffer nature stable,cropland loss
a27-65896823457865_39-23971116204314,TUR,buffer nature stable,buffer nature stable
a32-20709643721768_37-17706356859373,TUR,buffer nature stable,buffer nature stable
a31-93607937156013_37-61075032784766,TUR,buffer nature stable,buffer nature stable
a26-05965316365941_40-69257828833993,TUR,buffer nature stable,buffer nature stable
a35-40828056028169_38-62860736048141,TUR,buffer nature stable,buffer nature stable
a26-86796805973583_39-60504021269889,TUR,buffer nature stable,buffer nature stable
a26-98611900985614_38-72142396596397,TUR,buffer nature stable,cropland loss
a41-14730786691015_40-58649958665904,TUR,buffer nature stable,buffer crop/built stable
a29-95106297320756_41-0482072577877,TUR,buffer nature stable,buffer crop/built stable
a34-19109162233562_38-18426762800466,TUR,buffer nature stable,buffer nature stable
a35-06914514635677_37-85958039913782,TUR,buffer nature stable,buffer nature stable
a29-25873348819822_40-99579458299949,TUR,buffer nature stable,nature loss
a29-03478490945517_40-24668920937,TUR,buffer nature stable,buffer crop/built stable
a38-78290338967972_37-23160477030449,TUR,buffer nature stable,nature loss
a39-33638232390646_36-85949737218496,TUR,buffer nature stable,buffer nature stable
a38-68204084984_37-30219679757127,TUR,buffer nature stable,buffer crop/built stable
a27-90489325357713_37-41293290658898,TUR,buffer nature stable,buffer nature stable
a32-79499427666049_40-00636582445205,TUR,buffer nature stable,buffer nature stable
a32-60094040725064_40-25442236749142,TUR,buffer nature stable,buffer crop/built stable
a40-58761683879821_38-86824128606834,TUR,buffer nature stable,buffer crop/built stable
a33-25635834763675_36-14473831129731,TUR,buffer nature stable,buffer nature stable
a38-81991001144513_38-67183368708884,TUR,buffer nature stable,buffer nature stable
a29-19306349508733_37-16019113883432,TUR,buffer nature stable,buffer crop/built stable
a30-2626325796967_40-76915770841802,TUR,buffer nature stable,buffer crop/built stable
a30-26087231643897_36-36311391015569,TUR,buffer nature stable,buffer crop/built stable
a41-19440561829252_37-11015835925002,TUR,buffer crop/built stable,buffer nature stable
a33-01919291842405_40-26384782923599,TUR,buffer crop/built stable,buffer crop/built stable
a33-04591276024839_40-24927883270796,TUR,buffer crop/built stable,cropland loss
a26-63848108281016_40-31252673863814,TUR,buffer crop/built stable,buffer crop/built stable
a26-36883835021581_40-09032276468866,TUR,buffer crop/built stable,buffer crop/built stable
a34-38010955603878_37-47632061546198,TUR,buffer crop/built stable,buffer crop/built stable
a27-36468315341785_41-13613972373298,TUR,buffer crop/built stable,buffer crop/built stable
a28-78816145311914_41-12961077964386,TUR,buffer crop/built stable,buffer crop/built stable
a39-19273795831826_38-63960274863031,TUR,buffer crop/built stable,buffer nature stable
a39-25967465654413_38-67374980818782,TUR,buffer crop/built stable,buffer crop/built stable
a35-36730980000336_36-60553887231342,TUR,cropland loss,crop/built stable
a34-99280019713321_40-97685379277933,TUR,buffer crop/built stable,buffer crop/built stable
a30-49206173843224_37-22977083255241,TUR,buffer crop/built stable,buffer crop/built stable
a29-13490690413921_37-84417882240133,TUR,buffer crop/built stable,buffer crop/built stable
a32-24636085312801_38-97241983046103,TUR,buffer nature stable,buffer crop/built stable
a35-72695566719119_40-5416235329874,TUR,buffer crop/built stable,buffer crop/built stable
a36-25136251800891_41-10027464247492,TUR,buffer crop/built stable,buffer crop/built stable
a33-64565148789128_37-36499717726429,TUR,buffer crop/built stable,buffer crop/built stable
a34-50576892828681_38-5709898875525,TUR,buffer crop/built stable,buffer crop/built stable
a40-1512533343_38-19224632519428,TUR,buffer crop/built stable,buffer nature stable
a29-42326546948852_40-83693738209731,TUR,buffer crop/built stable,buffer nature stable
a29-41533760274334_40-69011614155541,TUR,buffer crop/built stable,buffer crop/built stable
a41-69591544501469_38-68016511197061,TUR,buffer crop/built stable,buffer crop/built stable
a34-93821909062741_40-62988728237609,TUR,buffer crop/built stable,buffer crop/built stable
a38-14318220510029_37-70659143495235,TUR,buffer crop/built stable,buffer crop/built stable
a39-14918327592849_37-13296501597734,TUR,buffer crop/built stable,buffer crop/built stable
a28-74714205475794_37-4383227363687,TUR,buffer crop/built stable,buffer crop/built stable
a40-10919032791926_37-02349058126408,TUR,buffer crop/built stable,buffer crop/built stable
a40-04120521705572_36-87261815095685,TUR,buffer crop/built stable,cropland loss
a33-01601359523483_39-55366220895914,TUR,buffer crop/built stable,nature loss
a33-0608792763641_40-160238391225,TUR,buffer crop/built stable,cropland loss
a32-54388393918195_39-9340993102711,TUR,buffer crop/built stable,buffer crop/built stable
a40-20973682496399_38-29062226201619,TUR,buffer crop/built stable,buffer crop/built stable
a32-42919307471463_36-15815499002447,TUR,buffer crop/built stable,buffer nature stable
a36-10242087932751_37-08894901552321,TUR,buffer crop/built stable,cropland loss
a36-19699524967038_37-04813388848938,TUR,buffer crop/built stable,buffer crop/built stable
a36-07918075010355_39-98216536822422,TUR,buffer crop/built stable,buffer crop/built stable
a35-04241663096816_41-99162724699595,TUR,buffer crop/built stable,buffer nature stable
a29-28971713902387_39-49747217837476,TUR,buffer crop/built stable,buffer crop/built stable
a41-49746462794659_37-09420895457414,TUR,crop/built stable,crop/built stable
a36-30693825739002_36-23039452230763,TUR,crop/built stable,crop/built stable
a27-43196417421688_37-6712104191078,TUR,crop/built stable,crop/built stable
a30-25459257738229_41-1070693844426,TUR,crop/built stable,crop/built stable
a37-60295764683247_38-5194199372935,TUR,crop/built stable,crop/built stable
a31-64393469429981_37-91753762825674,TUR,crop/built stable,crop/built stable
a29-33695085481365_36-31472286076957,TUR,crop/built stable,crop/built stable
a33-97220064514659_37-8301190380621,TUR,crop/built stable,crop/built stable
a41-6750201228613_39-96627534792599,TUR,crop/built stable,crop/built stable
a29-59416110585369_37-75232359421426,TUR,crop/built stable,crop/built stable
a27-67190624887403_41-13785250072707,TUR,crop/built stable,crop/built stable
a27-52172924557731_37-74568067373891,TUR,crop/built stable,crop/built stable
a35-41416316165886_40-07990670304528,TUR,crop/built stable,nature stable
a34-98640773968281_40-65262337787875,TUR,crop/built stable,crop/built stable
a33-80947566295668_41-29704283577529,TUR,crop/built stable,nature stable
a30-21210380532204_37-14374311406092,TUR,crop/built stable,crop/built stable
a28-26334541987796_37-90419050678406,TUR,crop/built stable,crop/built stable
a32-33040816167184_38-70547997564287,TUR,crop/built stable,nature stable
a34-70408998618791_39-21033648223699,TUR,crop/built stable,crop/built stable
a35-81672350977174_38-49196907018996,TUR,crop/built stable,crop/built stable
a33-47137362144536_38-00204325252334,TUR,crop/built stable,crop/built stable
